Healthcenter,Healthcenter Latitude,Healthcenter Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Pediatric & Adolescent Care,40.043512,-86.134076,Penn & Beech Candle Co.,40.040977,-86.136688,Furniture / Home Store
Pediatric & Adolescent Care,40.043512,-86.134076,Godby Home Furnishings,40.046201,-86.13733,Furniture / Home Store
Pediatric & Adolescent Care,40.043512,-86.134076,Cone + Crumb,40.04046,-86.130075,Ice Cream Shop
Pediatric & Adolescent Care,40.043512,-86.134076,Midland Trail,40.040252,-86.138031,Trail
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Wolfies Grill,40.042583,-86.129393,Restaurant
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Rail Epicurean Market,40.04046,-86.130075,Market
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Culver's,40.043203,-86.139622,Fast Food Restaurant
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Chiba,40.040889,-86.130725,Sushi Restaurant
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Italian House On Park,40.040562,-86.130402,Italian Restaurant
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Speedway,40.042562,-86.130082,Gas Station
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Rivet Coffee,40.041463,-86.132303,Coffee Shop
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Penn & Beech Candle Co.,40.040977,-86.136688,Furniture / Home Store
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Godby Home Furnishings,40.046201,-86.13733,Furniture / Home Store
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Cone + Crumb,40.04046,-86.130075,Ice Cream Shop
"William L. Harvey, MD - IU Health Physicians P...",40.043512,-86.134076,Midland Trail,40.040252,-86.138031,Trail
Community Hospital North - ER,39.900377,-86.041056,Starbucks,39.900448,-86.041983,Coffee Shop
Community Hospital North - ER,39.900377,-86.041056,Bamboo Cafe,39.9007,-86.042053,American Restaurant
Community Hospital North - ER,39.900377,-86.041056,Bamboo Too,39.900781,-86.042292,Deli / Bodega
Community Hospital North - ER,39.900377,-86.041056,heartland cafe,39.901928,-86.044456,Café
Community Hospital North - ER,39.900377,-86.041056,Hilton Indianapolis Break Room,39.903409,-86.042984,Hotel
Community Hospital North - ER,39.900377,-86.041056,Lawrence North Baseball Fields,39.896964,-86.040604,Baseball Field
"A1c Care Center, Inc.",39.900377,-86.041056,Starbucks,39.900448,-86.041983,Coffee Shop
"A1c Care Center, Inc.",39.900377,-86.041056,Bamboo Cafe,39.9007,-86.042053,American Restaurant
"A1c Care Center, Inc.",39.900377,-86.041056,Bamboo Too,39.900781,-86.042292,Deli / Bodega
"A1c Care Center, Inc.",39.900377,-86.041056,heartland cafe,39.901928,-86.044456,Café
"A1c Care Center, Inc.",39.900377,-86.041056,Hilton Indianapolis Break Room,39.903409,-86.042984,Hotel
"A1c Care Center, Inc.",39.900377,-86.041056,Lawrence North Baseball Fields,39.896964,-86.040604,Baseball Field
"Shalini K. Manchanda, MD - IU Health Physician...",39.900377,-86.041056,Starbucks,39.900448,-86.041983,Coffee Shop
"Shalini K. Manchanda, MD - IU Health Physician...",39.900377,-86.041056,Bamboo Cafe,39.9007,-86.042053,American Restaurant
"Shalini K. Manchanda, MD - IU Health Physician...",39.900377,-86.041056,Bamboo Too,39.900781,-86.042292,Deli / Bodega
"Shalini K. Manchanda, MD - IU Health Physician...",39.900377,-86.041056,heartland cafe,39.901928,-86.044456,Café
"Shalini K. Manchanda, MD - IU Health Physician...",39.900377,-86.041056,Hilton Indianapolis Break Room,39.903409,-86.042984,Hotel
"Shalini K. Manchanda, MD - IU Health Physician...",39.900377,-86.041056,Lawrence North Baseball Fields,39.896964,-86.040604,Baseball Field
VA Hospital,39.769423,-86.153992,Tomlinson Tap Room,39.76869,-86.15354,Bar
VA Hospital,39.769423,-86.153992,Rebar Indy,39.767605,-86.154419,Bar
VA Hospital,39.769423,-86.153992,The Tap,39.771293,-86.154454,Bar
VA Hospital,39.769423,-86.153992,Indy Bike Hub YMCA,39.768678,-86.153032,Gym
VA Hospital,39.769423,-86.153992,Whole Foods Market,39.768426,-86.152236,Grocery Store
VA Hospital,39.769423,-86.153992,Three Carrots,39.768662,-86.153514,Vegetarian / Vegan Restaurant
VA Hospital,39.769423,-86.153992,Punch Burger,39.769992,-86.154878,Burger Joint
VA Hospital,39.769423,-86.153992,The Eagle,39.77175,-86.15402,Southern / Soul Food Restaurant
VA Hospital,39.769423,-86.153992,Crackers Comedy Club,39.769519,-86.153657,Comedy Club
VA Hospital,39.769423,-86.153992,Jack's Barbershop,39.768663,-86.153504,Salon / Barbershop
VA Hospital,39.769423,-86.153992,Indy Winter Farmers Market,39.768674,-86.153617,Farmers Market
VA Hospital,39.769423,-86.153992,City Market,39.768604,-86.153532,Food Court
VA Hospital,39.769423,-86.153992,Ball & Biscuit,39.771787,-86.153508,Cocktail Bar
VA Hospital,39.769423,-86.153992,Bazbeaux Pizza,39.771508,-86.15359,Pizza Place
VA Hospital,39.769423,-86.153992,India Garden,39.770235,-86.154278,Indian Restaurant
VA Hospital,39.769423,-86.153992,Twenty two Juices,39.768738,-86.153567,Food Truck
VA Hospital,39.769423,-86.153992,Indianapolis Farmers Market,39.768471,-86.153781,Farmers Market
VA Hospital,39.769423,-86.153992,Bakersfield Mass Ave,39.77198,-86.15355,Mexican Restaurant
VA Hospital,39.769423,-86.153992,Hilbert Circle Theatre,39.768311,-86.157551,Concert Hall
VA Hospital,39.769423,-86.153992,Fogo de Chao,39.766712,-86.155547,Churrascaria
VA Hospital,39.769423,-86.153992,The Garden Table (Mass Ave),39.772019,-86.153301,New American Restaurant
VA Hospital,39.769423,-86.153992,Rocket Fizz,39.768417,-86.157645,Candy Store
VA Hospital,39.769423,-86.153992,Potbelly Sandwich Shop,39.768267,-86.157171,Sandwich Place
VA Hospital,39.769423,-86.153992,3 Days in Paris,39.768634,-86.153459,French Restaurant
VA Hospital,39.769423,-86.153992,Monument Circle,39.768382,-86.158059,Plaza
VA Hospital,39.769423,-86.153992,Home2 Suites by Hilton,39.768889,-86.155994,Hotel
VA Hospital,39.769423,-86.153992,Indianapolis Symphony Orchestra,39.767982,-86.157379,Rock Club
VA Hospital,39.769423,-86.153992,Circle City Soups,39.768593,-86.153422,Soup Place
VA Hospital,39.769423,-86.153992,Louie's Wine Dive,39.772021,-86.15314,Wine Bar
VA Hospital,39.769423,-86.153992,China King,39.769499,-86.1544,Chinese Restaurant
VA Hospital,39.769423,-86.153992,Pearl Street Pizzeria & Pub,39.766667,-86.156696,Pizza Place
VA Hospital,39.769423,-86.153992,retro101,39.768469,-86.157854,Boutique
VA Hospital,39.769423,-86.153992,Giorgio's Pizza,39.768555,-86.157065,Pizza Place
VA Hospital,39.769423,-86.153992,University Park,39.772032,-86.15706,Park
VA Hospital,39.769423,-86.153992,Bangkok Restaurant & Jazz Bar,39.769947,-86.153678,Thai Restaurant
VA Hospital,39.769423,-86.153992,16-Bit Bar+Arcade,39.771364,-86.155602,Bar
VA Hospital,39.769423,-86.153992,Fusek's True Value,39.771525,-86.151369,Hardware Store
VA Hospital,39.769423,-86.153992,Qdoba Mexican Grill,39.767481,-86.15786,Mexican Restaurant
VA Hospital,39.769423,-86.153992,MacNiven's Restaurant & Bar,39.771967,-86.15322,Pub
VA Hospital,39.769423,-86.153992,Krueger's Tavern Indy,39.772027,-86.153836,Restaurant
VA Hospital,39.769423,-86.153992,Cafe Olivia Fine Delicatessen,39.768696,-86.153479,Sandwich Place
VA Hospital,39.769423,-86.153992,Soupremacy,39.768562,-86.157019,Soup Place
VA Hospital,39.769423,-86.153992,Big Red Liquors,39.767652,-86.156191,Liquor Store
VA Hospital,39.769423,-86.153992,Crown Liquors,39.769758,-86.15437,Liquor Store
VA Hospital,39.769423,-86.153992,Market Sq Tap Room,39.768369,-86.152421,Gastropub
VA Hospital,39.769423,-86.153992,PEARings Frozen Yogurt & Beyond,39.767196,-86.158345,Frozen Yogurt Shop
VA Hospital,39.769423,-86.153992,Bru Burger Bar,39.773332,-86.152135,Burger Joint
VA Hospital,39.769423,-86.153992,Subito,39.766065,-86.15504,Soup Place
VA Hospital,39.769423,-86.153992,Silver in the City,39.773254,-86.151649,Gift Shop
VA Hospital,39.769423,-86.153992,The Garden Grille & Bar at Hilton Garden Inn,39.768606,-86.156611,Hotel Bar
Indiana Immediate Care,39.769423,-86.153992,Tomlinson Tap Room,39.76869,-86.15354,Bar
Indiana Immediate Care,39.769423,-86.153992,Rebar Indy,39.767605,-86.154419,Bar
Indiana Immediate Care,39.769423,-86.153992,The Tap,39.771293,-86.154454,Bar
Indiana Immediate Care,39.769423,-86.153992,Indy Bike Hub YMCA,39.768678,-86.153032,Gym
Indiana Immediate Care,39.769423,-86.153992,Whole Foods Market,39.768426,-86.152236,Grocery Store
Indiana Immediate Care,39.769423,-86.153992,Three Carrots,39.768662,-86.153514,Vegetarian / Vegan Restaurant
Indiana Immediate Care,39.769423,-86.153992,Punch Burger,39.769992,-86.154878,Burger Joint
Indiana Immediate Care,39.769423,-86.153992,The Eagle,39.77175,-86.15402,Southern / Soul Food Restaurant
Indiana Immediate Care,39.769423,-86.153992,Crackers Comedy Club,39.769519,-86.153657,Comedy Club
Indiana Immediate Care,39.769423,-86.153992,Jack's Barbershop,39.768663,-86.153504,Salon / Barbershop
Indiana Immediate Care,39.769423,-86.153992,Indy Winter Farmers Market,39.768674,-86.153617,Farmers Market
Indiana Immediate Care,39.769423,-86.153992,City Market,39.768604,-86.153532,Food Court
Indiana Immediate Care,39.769423,-86.153992,Ball & Biscuit,39.771787,-86.153508,Cocktail Bar
Indiana Immediate Care,39.769423,-86.153992,Bazbeaux Pizza,39.771508,-86.15359,Pizza Place
Indiana Immediate Care,39.769423,-86.153992,India Garden,39.770235,-86.154278,Indian Restaurant
Indiana Immediate Care,39.769423,-86.153992,Twenty two Juices,39.768738,-86.153567,Food Truck
Indiana Immediate Care,39.769423,-86.153992,Indianapolis Farmers Market,39.768471,-86.153781,Farmers Market
Indiana Immediate Care,39.769423,-86.153992,Bakersfield Mass Ave,39.77198,-86.15355,Mexican Restaurant
Indiana Immediate Care,39.769423,-86.153992,Hilbert Circle Theatre,39.768311,-86.157551,Concert Hall
Indiana Immediate Care,39.769423,-86.153992,Fogo de Chao,39.766712,-86.155547,Churrascaria
Indiana Immediate Care,39.769423,-86.153992,The Garden Table (Mass Ave),39.772019,-86.153301,New American Restaurant
Indiana Immediate Care,39.769423,-86.153992,Rocket Fizz,39.768417,-86.157645,Candy Store
Indiana Immediate Care,39.769423,-86.153992,Potbelly Sandwich Shop,39.768267,-86.157171,Sandwich Place
Indiana Immediate Care,39.769423,-86.153992,3 Days in Paris,39.768634,-86.153459,French Restaurant
Indiana Immediate Care,39.769423,-86.153992,Monument Circle,39.768382,-86.158059,Plaza
Indiana Immediate Care,39.769423,-86.153992,Home2 Suites by Hilton,39.768889,-86.155994,Hotel
Indiana Immediate Care,39.769423,-86.153992,Indianapolis Symphony Orchestra,39.767982,-86.157379,Rock Club
Indiana Immediate Care,39.769423,-86.153992,Circle City Soups,39.768593,-86.153422,Soup Place
Indiana Immediate Care,39.769423,-86.153992,Louie's Wine Dive,39.772021,-86.15314,Wine Bar
Indiana Immediate Care,39.769423,-86.153992,China King,39.769499,-86.1544,Chinese Restaurant
Indiana Immediate Care,39.769423,-86.153992,Pearl Street Pizzeria & Pub,39.766667,-86.156696,Pizza Place
Indiana Immediate Care,39.769423,-86.153992,retro101,39.768469,-86.157854,Boutique
Indiana Immediate Care,39.769423,-86.153992,Giorgio's Pizza,39.768555,-86.157065,Pizza Place
Indiana Immediate Care,39.769423,-86.153992,University Park,39.772032,-86.15706,Park
Indiana Immediate Care,39.769423,-86.153992,Bangkok Restaurant & Jazz Bar,39.769947,-86.153678,Thai Restaurant
Indiana Immediate Care,39.769423,-86.153992,16-Bit Bar+Arcade,39.771364,-86.155602,Bar
Indiana Immediate Care,39.769423,-86.153992,Fusek's True Value,39.771525,-86.151369,Hardware Store
Indiana Immediate Care,39.769423,-86.153992,Qdoba Mexican Grill,39.767481,-86.15786,Mexican Restaurant
Indiana Immediate Care,39.769423,-86.153992,MacNiven's Restaurant & Bar,39.771967,-86.15322,Pub
Indiana Immediate Care,39.769423,-86.153992,Krueger's Tavern Indy,39.772027,-86.153836,Restaurant
Indiana Immediate Care,39.769423,-86.153992,Cafe Olivia Fine Delicatessen,39.768696,-86.153479,Sandwich Place
Indiana Immediate Care,39.769423,-86.153992,Soupremacy,39.768562,-86.157019,Soup Place
Indiana Immediate Care,39.769423,-86.153992,Big Red Liquors,39.767652,-86.156191,Liquor Store
Indiana Immediate Care,39.769423,-86.153992,Crown Liquors,39.769758,-86.15437,Liquor Store
Indiana Immediate Care,39.769423,-86.153992,Market Sq Tap Room,39.768369,-86.152421,Gastropub
Indiana Immediate Care,39.769423,-86.153992,PEARings Frozen Yogurt & Beyond,39.767196,-86.158345,Frozen Yogurt Shop
Indiana Immediate Care,39.769423,-86.153992,Bru Burger Bar,39.773332,-86.152135,Burger Joint
Indiana Immediate Care,39.769423,-86.153992,Subito,39.766065,-86.15504,Soup Place
Indiana Immediate Care,39.769423,-86.153992,Silver in the City,39.773254,-86.151649,Gift Shop
Indiana Immediate Care,39.769423,-86.153992,The Garden Grille & Bar at Hilton Garden Inn,39.768606,-86.156611,Hotel Bar
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Tomlinson Tap Room,39.76869,-86.15354,Bar
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Rebar Indy,39.767605,-86.154419,Bar
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,The Tap,39.771293,-86.154454,Bar
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Indy Bike Hub YMCA,39.768678,-86.153032,Gym
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Whole Foods Market,39.768426,-86.152236,Grocery Store
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Three Carrots,39.768662,-86.153514,Vegetarian / Vegan Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Punch Burger,39.769992,-86.154878,Burger Joint
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,The Eagle,39.77175,-86.15402,Southern / Soul Food Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Crackers Comedy Club,39.769519,-86.153657,Comedy Club
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Jack's Barbershop,39.768663,-86.153504,Salon / Barbershop
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Indy Winter Farmers Market,39.768674,-86.153617,Farmers Market
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,City Market,39.768604,-86.153532,Food Court
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Ball & Biscuit,39.771787,-86.153508,Cocktail Bar
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Bazbeaux Pizza,39.771508,-86.15359,Pizza Place
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,India Garden,39.770235,-86.154278,Indian Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Twenty two Juices,39.768738,-86.153567,Food Truck
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Indianapolis Farmers Market,39.768471,-86.153781,Farmers Market
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Bakersfield Mass Ave,39.77198,-86.15355,Mexican Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Hilbert Circle Theatre,39.768311,-86.157551,Concert Hall
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Fogo de Chao,39.766712,-86.155547,Churrascaria
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,The Garden Table (Mass Ave),39.772019,-86.153301,New American Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Rocket Fizz,39.768417,-86.157645,Candy Store
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Potbelly Sandwich Shop,39.768267,-86.157171,Sandwich Place
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,3 Days in Paris,39.768634,-86.153459,French Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Monument Circle,39.768382,-86.158059,Plaza
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Home2 Suites by Hilton,39.768889,-86.155994,Hotel
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Indianapolis Symphony Orchestra,39.767982,-86.157379,Rock Club
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Circle City Soups,39.768593,-86.153422,Soup Place
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Louie's Wine Dive,39.772021,-86.15314,Wine Bar
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,China King,39.769499,-86.1544,Chinese Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Pearl Street Pizzeria & Pub,39.766667,-86.156696,Pizza Place
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,retro101,39.768469,-86.157854,Boutique
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Giorgio's Pizza,39.768555,-86.157065,Pizza Place
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,University Park,39.772032,-86.15706,Park
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Bangkok Restaurant & Jazz Bar,39.769947,-86.153678,Thai Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,16-Bit Bar+Arcade,39.771364,-86.155602,Bar
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Fusek's True Value,39.771525,-86.151369,Hardware Store
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Qdoba Mexican Grill,39.767481,-86.15786,Mexican Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,MacNiven's Restaurant & Bar,39.771967,-86.15322,Pub
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Krueger's Tavern Indy,39.772027,-86.153836,Restaurant
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Cafe Olivia Fine Delicatessen,39.768696,-86.153479,Sandwich Place
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Soupremacy,39.768562,-86.157019,Soup Place
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Big Red Liquors,39.767652,-86.156191,Liquor Store
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Crown Liquors,39.769758,-86.15437,Liquor Store
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Market Sq Tap Room,39.768369,-86.152421,Gastropub
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,PEARings Frozen Yogurt & Beyond,39.767196,-86.158345,Frozen Yogurt Shop
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Bru Burger Bar,39.773332,-86.152135,Burger Joint
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Subito,39.766065,-86.15504,Soup Place
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,Silver in the City,39.773254,-86.151649,Gift Shop
"IU Health Pulmonary, Critical Care & Sleep Med...",39.769423,-86.153992,The Garden Grille & Bar at Hilton Garden Inn,39.768606,-86.156611,Hotel Bar
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,Avondale Meadows YMCA,39.828052,-86.115226,Athletics & Sports
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,Popeyes Louisiana Kitchen,39.825758,-86.121328,Fried Chicken Joint
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,Goodwill,39.825439,-86.113495,Thrift / Vintage Store
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,Dollar General,39.823848,-86.121257,Discount Store
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,Save A Lot,39.82602,-86.11196,Grocery Store
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,Long John Silver's,39.825019,-86.11541,Fast Food Restaurant
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,KFC,39.825008,-86.119237,Fried Chicken Joint
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,Cash America Pawn,39.825631,-86.120557,Pawn Shop
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,Captain Jay's Fish & Chicken,39.826414,-86.1212,American Restaurant
The Health & Hospital Corporation of Marion Co...,39.826605,-86.117246,PLS Check Cashing Store,39.825065,-86.122183,Check Cashing Service
Independent Adult Day Care Centers,39.826605,-86.117246,Avondale Meadows YMCA,39.828052,-86.115226,Athletics & Sports
Independent Adult Day Care Centers,39.826605,-86.117246,Popeyes Louisiana Kitchen,39.825758,-86.121328,Fried Chicken Joint
Independent Adult Day Care Centers,39.826605,-86.117246,Goodwill,39.825439,-86.113495,Thrift / Vintage Store
Independent Adult Day Care Centers,39.826605,-86.117246,Dollar General,39.823848,-86.121257,Discount Store
Independent Adult Day Care Centers,39.826605,-86.117246,Save A Lot,39.82602,-86.11196,Grocery Store
Independent Adult Day Care Centers,39.826605,-86.117246,Long John Silver's,39.825019,-86.11541,Fast Food Restaurant
Independent Adult Day Care Centers,39.826605,-86.117246,KFC,39.825008,-86.119237,Fried Chicken Joint
Independent Adult Day Care Centers,39.826605,-86.117246,Cash America Pawn,39.825631,-86.120557,Pawn Shop
Independent Adult Day Care Centers,39.826605,-86.117246,Captain Jay's Fish & Chicken,39.826414,-86.1212,American Restaurant
Independent Adult Day Care Centers,39.826605,-86.117246,PLS Check Cashing Store,39.825065,-86.122183,Check Cashing Service
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,Avondale Meadows YMCA,39.828052,-86.115226,Athletics & Sports
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,Popeyes Louisiana Kitchen,39.825758,-86.121328,Fried Chicken Joint
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,Goodwill,39.825439,-86.113495,Thrift / Vintage Store
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,Dollar General,39.823848,-86.121257,Discount Store
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,Save A Lot,39.82602,-86.11196,Grocery Store
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,Long John Silver's,39.825019,-86.11541,Fast Food Restaurant
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,KFC,39.825008,-86.119237,Fried Chicken Joint
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,Cash America Pawn,39.825631,-86.120557,Pawn Shop
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,Captain Jay's Fish & Chicken,39.826414,-86.1212,American Restaurant
"Cynthia D. Brown, MD - IU Health Physicians Pu...",39.826605,-86.117246,PLS Check Cashing Store,39.825065,-86.122183,Check Cashing Service
Ascension St. Vincent Seton Specialty Long-Ter...,39.901754,-86.204258,Fireside Grill At Marquette,39.903876,-86.205994,American Restaurant
Ascension St. Vincent Seton Specialty Long-Ter...,39.901754,-86.204258,Township Tavern at Marquette,39.904106,-86.206963,Bar
Ascension St. Vincent Seton Specialty Long-Ter...,39.901754,-86.204258,St. Vincent Generations Cafe,39.904055,-86.201037,Café
SarahCare of Indianapolis,39.901754,-86.204258,Fireside Grill At Marquette,39.903876,-86.205994,American Restaurant
SarahCare of Indianapolis,39.901754,-86.204258,Township Tavern at Marquette,39.904106,-86.206963,Bar
SarahCare of Indianapolis,39.901754,-86.204258,St. Vincent Generations Cafe,39.904055,-86.201037,Café
IU Health Radiology - Indianapolis Sleep Center,39.901754,-86.204258,Fireside Grill At Marquette,39.903876,-86.205994,American Restaurant
IU Health Radiology - Indianapolis Sleep Center,39.901754,-86.204258,Township Tavern at Marquette,39.904106,-86.206963,Bar
IU Health Radiology - Indianapolis Sleep Center,39.901754,-86.204258,St. Vincent Generations Cafe,39.904055,-86.201037,Café
Riverview Health,40.04569,-86.024314,Starbucks,40.047391,-86.026068,Coffee Shop
